Date,Avg_LaeqD,Avg_LaeqN
2018-01,24.432258064516127,12.016129032258064
2018-02,32.464285714285715,10.24642857142857
2018-03,27.44516129032258,16.77741935483871
2018-04,40.25333333333333,29.0
2018-05,23.396774193548385,7.1
2018-06,35.65,25.336666666666666
2018-07,39.50645161290323,26.03548387096774
2018-08,28.845161290322583,16.580645161290324
2018-09,34.86,23.476666666666667
2018-10,31.60967741935484,15.890322580645162
2018-11,18.303333333333335,11.03
2019-08,36.251612903225805,1.0258064516129033
2019-09,47.513333333333335,38.76
2019-10,50.36129032258064,45.03225806451613
2019-11,34.916666666666664,12.373333333333333
2019-12,41.093548387096774,31.80322580645161
2020-01,41.599999999999994,36.28064516129032
2020-02,37.279310344827586,28.16206896551724
2020-03,31.548387096774192,20.75483870967742
2020-04,27.970000000000002,15.666666666666666
2020-05,35.91612903225807,11.72258064516129
2020-06,37.36666666666667,23.913333333333334
2020-07,21.748387096774195,11.693548387096774
2020-08,25.883870967741935,13.641935483870967
2020-09,22.063333333333333,10.22
2020-10,23.919354838709676,15.593548387096776
2020-11,22.273333333333333,8.17
2020-12,11.887096774193548,4.809677419354839
2021-01,18.387096774193548,6.0193548387096785
2021-02,18.535714285714285,8.839285714285714
2021-03,23.780645161290323,16.616129032258062
2021-04,33.973333333333336,20.15666666666667
2021-05,25.980645161290322,16.322580645161292
2021-06,32.45,17.853333333333335
2021-07,32.34193548387097,9.541935483870969
2021-08,34.91935483870968,16.638709677419353
2021-09,27.61,15.463333333333333
2021-10,23.364516129032257,8.748387096774193
2021-11,25.013333333333332,14.743333333333334
2021-12,24.1,16.45483870967742
2022-01,30.361290322580647,16.470967741935485
2022-02,35.142857142857146,15.985714285714286
2022-03,22.541935483870965,9.380645161290323
2022-04,19.353333333333335,11.860000000000001
2022-05,37.329032258064515,18.79032258064516
2022-06,40.89,29.256666666666668
2022-07,39.49354838709677,31.977419354838712
2022-08,19.48709677419355,11.600000000000001
2022-09,27.026666666666664,17.37
2022-10,38.75483870967742,33.42580645161291
2022-11,19.526666666666664,9.45
2022-12,31.080645161290324,23.4258064516129
2023-01,28.870967741935484,17.98709677419355
2023-02,36.767857142857146,21.45357142857143
2023-03,32.63870967741936,26.316129032258065
2023-04,26.376666666666665,19.60666666666667
2023-05,17.574193548387097,12.712903225806452
2023-06,25.846666666666668,18.19333333333333
2023-07,38.12903225806452,31.81935483870968
2023-08,30.932258064516127,17.85483870967742
2023-09,31.436666666666667,26.706666666666667
2023-10,34.5258064516129,30.664516129032258
2023-11,26.403333333333332,18.8
2023-12,30.519354838709678,22.838709677419356
2024-01,34.70967741935484,24.261290322580646
2024-02,28.73448275862069,14.544827586206896
2024-03,15.529032258064515,9.961290322580645
2024-04,28.23,18.89
