Day,LaeqD,LaeqN
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,29.7,0.0
9,29.7,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,30.9,0.0
18,0.0,0.0
19,29.7,0.0
20,32.4,0.0
21,0.0,33.9
22,32.2,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,45.3,0.0
28,29.7,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
