Month,Avg_LaeqD,Avg_LaeqN
1,41.49875893448741,41.82221599329906
2,46.613296873711015,47.13513668057766
3,45.583813820513356,44.741121547615094
4,41.59833149818952,41.228523396079034
5,41.03486045486594,43.736934441472776
6,43.64058135626231,44.88332361242754
7,41.35431115799126,43.12287102266196
8,39.28183265753997,40.98522929072932
9,45.1929350131084,46.131749327340934
10,49.655551967045106,48.46042992658121
11,44.86305254894414,45.99402428545702
12,47.82468045654075,46.3443378208876
