Month,Avg_LaeqD,Avg_LaeqN
1,52.096783048717434,44.84993668655862
2,52.069827542810884,44.68251244664788
3,50.04680245933699,43.27763861510587
4,43.114388357156976,39.61987841296011
5,43.82978611588413,40.42088858894011
6,42.39531350349847,39.44129772680832
7,52.53496424194496,45.14880743720555
8,52.93316797507289,45.60568219983342
9,53.44667482187187,46.0843244235221
10,51.75051760218875,43.69354450133876
11,53.501919302366986,46.145874781807265
12,52.23445066939162,44.81765164725087
