Month,Avg_LaeqD,Avg_LaeqN
01,4.870967741935484,3.7838709677419353
02,11.617857142857144,1.217857142857143
03,12.796774193548387,2.1548387096774193
04,6.823333333333333,3.3
05,10.574193548387097,4.9548387096774205
06,8.183333333333334,1.0566666666666666
07,6.832258064516129,1.2419354838709677
08,3.148387096774193,2.3000000000000003
09,7.35,1.4533333333333334
10,7.3032258064516125,2.4096774193548387
11,15.209999999999999,3.453333333333333
12,7.916129032258064,3.57741935483871
