Date,Avg_LaeqD,Avg_LaeqN
2018-01,31.97741935483871,32.483870967741936
2018-02,33.660714285714285,28.36785714285714
2018-03,37.61612903225806,36.00322580645161
2018-04,41.20666666666667,41.30333333333333
2018-05,31.661290322580644,27.503225806451614
2018-06,37.3,30.273333333333333
2018-07,39.86451612903225,37.81612903225806
2018-08,43.667741935483875,39.70322580645161
2018-09,42.03,43.53333333333333
2018-10,51.02258064516129,50.480645161290326
2018-11,43.39666666666667,43.64666666666667
2018-12,47.961290322580645,47.835483870967735
2019-01,46.274193548387096,44.73548387096774
2019-02,47.46785714285714,46.739285714285714
2019-03,51.119354838709675,48.78387096774193
2019-04,46.96666666666667,47.28
2019-05,49.877419354838715,46.196774193548386
2019-06,44.11666666666667,46.223333333333336
2019-07,45.3,46.00967741935484
2019-08,44.07419354838709,44.81290322580645
2019-09,48.416666666666664,49.00333333333333
2019-10,50.54516129032258,49.89677419354839
2019-11,47.086666666666666,47.6
2019-12,49.50967741935484,47.693548387096776
2020-01,47.62903225806452,47.24516129032258
2020-02,47.49310344827586,43.26206896551724
2020-03,34.24516129032258,30.97741935483871
2020-04,28.516666666666666,24.3
2020-05,36.60967741935484,19.845161290322583
2020-06,39.38666666666666,25.053333333333335
2020-07,32.21935483870968,34.13870967741936
2020-08,37.79032258064516,39.46774193548387
2020-09,41.41,41.18666666666666
2020-10,40.78709677419355,36.74516129032258
2020-11,38.85666666666667,35.559999999999995
2020-12,37.722580645161294,35.8
2021-01,30.661290322580644,31.183870967741935
2021-02,35.975,21.989285714285717
2021-03,33.770967741935486,31.06451612903226
2021-04,35.61,35.24
2021-05,36.29354838709677,35.49677419354839
2021-06,39.769999999999996,36.06333333333334
2021-07,38.89354838709678,39.096774193548384
2021-08,42.093548387096774,45.55806451612903
2021-09,43.14333333333333,41.65
2021-10,45.16129032258065,44.91935483870968
2021-11,38.593333333333334,40.96666666666667
2021-12,36.66129032258065,39.05806451612903
2022-01,33.351612903225806,35.86451612903225
2022-02,38.267857142857146,36.57142857142857
2022-03,33.65161290322581,32.82258064516129
2022-04,31.05666666666667,32.666666666666664
2022-05,31.60645161290323,35.877419354838715
2022-06,39.559999999999995,38.25
2022-07,35.29677419354839,38.57096774193548
2022-08,30.074193548387097,37.403225806451616
2022-09,39.693333333333335,44.49333333333333
2022-10,47.33548387096774,46.83548387096774
2022-11,38.9,44.13333333333333
2022-12,39.26774193548387,44.49677419354839
2023-01,42.4483870967742,44.019354838709674
2023-02,42.035714285714285,42.06785714285714
2023-03,46.16451612903226,48.12903225806452
2023-04,35.12,40.986666666666665
2023-05,40.08387096774193,42.53225806451613
2023-06,45.10666666666667,49.14666666666667
2023-07,41.50645161290323,43.79677419354839
2023-08,42.403225806451616,45.45161290322581
2023-10,46.641935483870974,48.622580645161285
2023-11,47.083333333333336,45.00666666666667
2023-12,46.81612903225806,47.55483870967742
2024-01,43.28709677419355,45.71290322580645
2024-02,44.65172413793104,45.94827586206897
2024-03,43.9483870967742,46.46451612903226
2024-04,43.830000000000005,46.89666666666667
