Month,Avg_LaeqD,Avg_LaeqN
1,54.94316209226278,50.13651713524098
2,55.28665620208258,49.06920682546801
3,55.67437731679902,48.81711203090081
4,56.820972190573784,51.081907507976325
5,57.181896224216885,50.34879305663147
6,58.16966051796676,51.86546411567902
7,57.634149589991814,50.981000381367124
8,57.6913691738308,51.344592284384525
9,58.49448000353949,51.6595834699845
10,56.91399535927239,49.600999028052385
11,57.63317775289267,50.869532474113996
12,57.116939095712944,50.36392736119869
