Month,Avg_LaeqD,Avg_LaeqN
01,47.62903225806452,47.245161290322585
02,47.49310344827586,43.26206896551724
03,34.24516129032258,30.977419354838712
04,28.516666666666666,24.300000000000004
05,36.609677419354846,19.845161290322583
06,39.38666666666666,25.053333333333335
07,32.21935483870968,34.13870967741936
08,37.79032258064516,39.46774193548387
09,41.41,41.18666666666666
10,40.78709677419354,36.745161290322585
11,38.85666666666666,35.559999999999995
12,37.72258064516129,35.800000000000004
