Date,Avg_LaeqD,Avg_LaeqN
2018-01,57.09039894225722,50.11240202222666
2018-02,57.97087029449805,51.158140108463506
2018-03,58.2236305403286,50.978168869374755
2018-04,56.156655468740226,50.09960568780076
2018-05,58.87498713538012,52.54872417001287
2018-06,59.19496247555762,52.47291620808302
2018-07,59.05671543526779,52.43117741957059
2018-08,59.10647671701686,52.53322817201662
2018-09,59.45761121581515,52.46359543229734
2018-10,59.37377663552007,52.2102618898521
2018-11,58.93843658412819,51.63269736575433
2018-12,58.3289864061892,51.717423367811776
2019-01,57.860793500524835,50.89079143169123
2019-02,58.63340196204948,51.188030544500165
2019-03,56.07595533070114,49.427901174236425
2019-04,36.36655253764435,40.749336579365945
2019-05,40.230066786555284,39.78607475621838
2019-06,36.6302594914844,37.45420311549657
2019-07,59.01980913456697,51.235091141436264
2019-08,58.92581733396944,51.13743287445287
2019-09,59.48144186819418,51.673900581610546
2019-10,58.57259477460231,51.3948346081019
2019-11,59.232833064778355,52.24855970795993
2019-12,58.33041258987243,50.85378834961861
2020-01,57.91523259976565,50.98618470292682
2020-02,56.84480542045755,50.65574715831329
2020-03,56.169763750358435,49.87828197357874
2020-05,36.3,41.3
2020-07,53.66878882936543,45.84017344612658
2020-08,54.521451933063275,47.171651584837406
2020-09,54.60337920609257,47.22505690419932
2020-10,54.05075417680132,47.31403916666818
2020-11,52.24690867958025,46.45705186682263
2020-12,53.19401632434726,46.81896676961109
2021-01,51.56147494710957,45.52911737870326
2021-02,50.450203302120244,43.94676104413912
2021-03,51.43633648110794,43.96726232761345
2021-04,52.05507834172177,46.68372238283476
2021-05,53.69038227843703,47.28723315864373
2021-06,54.37080465440467,1.9043497263854121
2021-07,56.14425271632557,49.58501645523465
2021-08,56.94093095945803,50.47860577265611
2021-09,57.046171687004886,50.87565209274359
2021-10,56.50914344886334,49.9482496255819
2021-11,55.99347701023233,49.619640856140094
2021-12,55.49410003779102,49.65276764900704
2022-01,54.94316209226278,50.13651713524098
2022-02,55.28665620208258,49.06920682546801
2022-03,55.67437731679902,48.81711203090081
2022-04,56.820972190573784,51.081907507976325
2022-05,57.181896224216885,50.34879305663147
2022-06,58.16966051796676,51.86546411567902
2022-07,57.634149589991814,50.981000381367124
2022-08,57.6913691738308,51.344592284384525
2022-09,58.49448000353949,51.6595834699845
2022-10,56.91399535927239,49.600999028052385
2022-11,57.63317775289267,50.869532474113996
2022-12,57.116939095712944,50.36392736119869
2023-01,57.488172489100826,51.01328035171659
2023-02,57.56549616593971,50.91340988026447
2023-03,58.01304473077032,51.535766716184604
2023-04,58.49905406251982,51.383014179202746
2023-05,58.45509173093066,51.762529917303894
2023-06,58.56016500167034,52.13899829777175
2023-07,58.37466908555325,51.63274472665328
2023-08,58.3759219121728,51.99268406229761
2023-09,58.44249361344186,52.09784588854455
2023-10,58.90590230574559,52.008040825487
2023-11,58.565404598112465,51.93277444392983
2023-12,57.973726383373645,51.17302444821024
2024-01,57.54034734873721,50.86104369024969
2024-02,58.42629833144127,51.57854489155515
2024-03,58.50816489683289,52.09165384981613
2024-04,59.08136856850562,51.89638569684313
