Month,Avg_LaeqD,Avg_LaeqN
01,40.406451612903226,31.212903225806457
02,36.41785714285714,30.91071428571428
03,39.870967741935495,31.6258064516129
04,43.02,26.706666666666667
05,43.251612903225805,32.303225806451614
06,45.620000000000005,21.546666666666663
07,42.50000000000001,21.564516129032263
08,36.80645161290322,23.232258064516127
09,37.14666666666667,22.96
10,40.23870967741935,29.377419354838704
11,39.3,28.923333333333332
12,36.98709677419355,28.332258064516132
